ImageId,ClassName,ImagePath
ad6ff8ca97.jpg,mixed-vegetables,/content/train_images/train_images/ad6ff8ca97.jpg
9ed5a29524.jpg,potatoes-steamed,/content/train_images/train_images/9ed5a29524.jpg
bc5f1ee494.jpg,wine-red,/content/train_images/train_images/bc5f1ee494.jpg
d61edc9bd1.jpg,mixed-vegetables,/content/train_images/train_images/d61edc9bd1.jpg
8e402fe113.jpg,wine-white,/content/train_images/train_images/8e402fe113.jpg
b65b138f15.jpg,croissant,/content/train_images/train_images/b65b138f15.jpg
1c02b9bc07.jpg,carrot,/content/train_images/train_images/1c02b9bc07.jpg
0e91243c01.jpg,espresso-with-caffeine,/content/train_images/train_images/0e91243c01.jpg
84abd62391.jpg,salami,/content/train_images/train_images/84abd62391.jpg
bfcc657aaf.jpg,cheese,/content/train_images/train_images/bfcc657aaf.jpg
fd56c169a5.jpg,zucchini,/content/train_images/train_images/fd56c169a5.jpg
5121d2c9aa.jpg,boisson-au-glucose-50g,/content/train_images/train_images/5121d2c9aa.jpg
06102bd2b6.jpg,bread-white,/content/train_images/train_images/06102bd2b6.jpg
8894b77072.jpg,mixed-vegetables,/content/train_images/train_images/8894b77072.jpg
412453655b.jpg,biscuits,/content/train_images/train_images/412453655b.jpg
825091b60d.jpg,corn,/content/train_images/train_images/825091b60d.jpg
90395ad339.jpg,tomato,/content/train_images/train_images/90395ad339.jpg
0f1a2a4e07.jpg,carrot,/content/train_images/train_images/0f1a2a4e07.jpg
62b9683d2b.jpg,wine-red,/content/train_images/train_images/62b9683d2b.jpg
48b3d1c89e.jpg,leaf-spinach,/content/train_images/train_images/48b3d1c89e.jpg
8a713199f8.jpg,bread-wholemeal,/content/train_images/train_images/8a713199f8.jpg
0c0da4e479.jpg,egg,/content/train_images/train_images/0c0da4e479.jpg
b096ca0e94.jpg,leaf-spinach,/content/train_images/train_images/b096ca0e94.jpg
f2341a3f0f.jpg,rice,/content/train_images/train_images/f2341a3f0f.jpg
39554699ba.jpg,french-beans,/content/train_images/train_images/39554699ba.jpg
8f00a00450.jpg,butter,/content/train_images/train_images/8f00a00450.jpg
2a29ddf37b.jpg,bread-white,/content/train_images/train_images/2a29ddf37b.jpg
bc3aa0a6fc.jpg,tea-green,/content/train_images/train_images/bc3aa0a6fc.jpg
10beda6de8.jpg,butter,/content/train_images/train_images/10beda6de8.jpg
f394e6cf7d.jpg,broccoli,/content/train_images/train_images/f394e6cf7d.jpg
9c8a68b1ab.jpg,strawberries,/content/train_images/train_images/9c8a68b1ab.jpg
2f0a05116a.jpg,water,/content/train_images/train_images/2f0a05116a.jpg
44bbf18aa4.jpg,butter,/content/train_images/train_images/44bbf18aa4.jpg
b922965d44.jpg,mixed-salad-chopped-without-sauce,/content/train_images/train_images/b922965d44.jpg
fcdda7a809.jpg,salad-leaf-salad-green,/content/train_images/train_images/fcdda7a809.jpg
433c3668fe.jpg,chips-french-fries,/content/train_images/train_images/433c3668fe.jpg
3b54b4beb4.jpg,parmesan,/content/train_images/train_images/3b54b4beb4.jpg
ffed232f5e.jpg,potatoes-steamed,/content/train_images/train_images/ffed232f5e.jpg
e1881de5f2.jpg,broccoli,/content/train_images/train_images/e1881de5f2.jpg
fe5b40cb68.jpg,wine-white,/content/train_images/train_images/fe5b40cb68.jpg
556056701a.jpg,tea-green,/content/train_images/train_images/556056701a.jpg
0aed1907bd.jpg,water,/content/train_images/train_images/0aed1907bd.jpg
d4218ca97a.jpg,strawberries,/content/train_images/train_images/d4218ca97a.jpg
1dac0eb186.jpg,strawberries,/content/train_images/train_images/1dac0eb186.jpg
519859a131.jpg,mandarine,/content/train_images/train_images/519859a131.jpg
afe635ae4e.jpg,water,/content/train_images/train_images/afe635ae4e.jpg
b75d97f37c.jpg,sweet-pepper,/content/train_images/train_images/b75d97f37c.jpg
23f53a715d.jpg,almonds,/content/train_images/train_images/23f53a715d.jpg
f6245380c4.jpg,tomato,/content/train_images/train_images/f6245380c4.jpg
4e265ee2fd.jpg,beer,/content/train_images/train_images/4e265ee2fd.jpg
169ac69835.jpg,wine-red,/content/train_images/train_images/169ac69835.jpg
dcc419dfc0.jpg,salad-leaf-salad-green,/content/train_images/train_images/dcc419dfc0.jpg
b396cf175f.jpg,water,/content/train_images/train_images/b396cf175f.jpg
42a8d7f157.jpg,wine-red,/content/train_images/train_images/42a8d7f157.jpg
1152333c0f.jpg,potatoes-steamed,/content/train_images/train_images/1152333c0f.jpg
acd4ac474a.jpg,chips-french-fries,/content/train_images/train_images/acd4ac474a.jpg
e21e24cde5.jpg,espresso-with-caffeine,/content/train_images/train_images/e21e24cde5.jpg
5687cd41fd.jpg,strawberries,/content/train_images/train_images/5687cd41fd.jpg
57a7225962.jpg,wine-red,/content/train_images/train_images/57a7225962.jpg
c0681134e1.jpg,beer,/content/train_images/train_images/c0681134e1.jpg
032950ce48.jpg,dark-chocolate,/content/train_images/train_images/032950ce48.jpg
95f1a02753.jpg,rice,/content/train_images/train_images/95f1a02753.jpg
37cc09b9ca.jpg,tea-green,/content/train_images/train_images/37cc09b9ca.jpg
88c848b4ce.jpg,pizza-margherita-baked,/content/train_images/train_images/88c848b4ce.jpg
10e9530b87.jpg,apple,/content/train_images/train_images/10e9530b87.jpg
c19709bb6d.jpg,salad-leaf-salad-green,/content/train_images/train_images/c19709bb6d.jpg
1a78e8be49.jpg,water,/content/train_images/train_images/1a78e8be49.jpg
76a39798b1.jpg,wine-white,/content/train_images/train_images/76a39798b1.jpg
897bd88784.jpg,bread-white,/content/train_images/train_images/897bd88784.jpg
194276b1a5.jpg,wine-red,/content/train_images/train_images/194276b1a5.jpg
62997c5960.jpg,bread-wholemeal,/content/train_images/train_images/62997c5960.jpg
7333c37f11.jpg,water,/content/train_images/train_images/7333c37f11.jpg
c962d830d5.jpg,boisson-au-glucose-50g,/content/train_images/train_images/c962d830d5.jpg
14bf22d0e5.jpg,bread-french-white-flour,/content/train_images/train_images/14bf22d0e5.jpg
c57ba1c50d.jpg,water,/content/train_images/train_images/c57ba1c50d.jpg
b649a1ad62.jpg,wine-red,/content/train_images/train_images/b649a1ad62.jpg
bcd94f15de.jpg,carrot,/content/train_images/train_images/bcd94f15de.jpg
507de3a6f9.jpg,almonds,/content/train_images/train_images/507de3a6f9.jpg
6eed6fa488.jpg,almonds,/content/train_images/train_images/6eed6fa488.jpg
943edd2678.jpg,pizza-margherita-baked,/content/train_images/train_images/943edd2678.jpg
9531962279.jpg,rice,/content/train_images/train_images/9531962279.jpg
71364694be.jpg,zucchini,/content/train_images/train_images/71364694be.jpg
a699b20ece.jpg,salmon,/content/train_images/train_images/a699b20ece.jpg
ee5f7b9519.jpg,coffee-with-caffeine,/content/train_images/train_images/ee5f7b9519.jpg
db85d1cc55.jpg,ham-raw,/content/train_images/train_images/db85d1cc55.jpg
10f3aa9dc8.jpg,salad-leaf-salad-green,/content/train_images/train_images/10f3aa9dc8.jpg
21ebeda23d.jpg,wine-white,/content/train_images/train_images/21ebeda23d.jpg
65ab091463.jpg,espresso-with-caffeine,/content/train_images/train_images/65ab091463.jpg
a6c1112530.jpg,water,/content/train_images/train_images/a6c1112530.jpg
762c76288e.jpg,wine-white,/content/train_images/train_images/762c76288e.jpg
3aa20d2191.jpg,coffee-with-caffeine,/content/train_images/train_images/3aa20d2191.jpg
47c6fdc1a7.jpg,leaf-spinach,/content/train_images/train_images/47c6fdc1a7.jpg
9a84dc77ca.jpg,leaf-spinach,/content/train_images/train_images/9a84dc77ca.jpg
3703dedad7.jpg,cucumber,/content/train_images/train_images/3703dedad7.jpg
cb3a8f660c.jpg,mayonnaise,/content/train_images/train_images/cb3a8f660c.jpg
70adf81cdd.jpg,pizza-margherita-baked,/content/train_images/train_images/70adf81cdd.jpg
dfc683f59b.jpg,butter,/content/train_images/train_images/dfc683f59b.jpg
8e1615a82b.jpg,leaf-spinach,/content/train_images/train_images/8e1615a82b.jpg
2cb2ecf2a2.jpg,bread-wholemeal,/content/train_images/train_images/2cb2ecf2a2.jpg
e343de1490.jpg,wine-red,/content/train_images/train_images/e343de1490.jpg
aea00c1422.jpg,cucumber,/content/train_images/train_images/aea00c1422.jpg
6f41539ae6.jpg,hard-cheese,/content/train_images/train_images/6f41539ae6.jpg
5569d1721b.jpg,hard-cheese,/content/train_images/train_images/5569d1721b.jpg
6ab88a0815.jpg,mixed-salad-chopped-without-sauce,/content/train_images/train_images/6ab88a0815.jpg
5469ef52b5.jpg,chicken,/content/train_images/train_images/5469ef52b5.jpg
da7cc09c6d.jpg,soft-cheese,/content/train_images/train_images/da7cc09c6d.jpg
b81d1e4fe2.jpg,sweet-pepper,/content/train_images/train_images/b81d1e4fe2.jpg
770b6f938e.jpg,carrot,/content/train_images/train_images/770b6f938e.jpg
7827f05c9e.jpg,leaf-spinach,/content/train_images/train_images/7827f05c9e.jpg
6271887cab.jpg,salad-leaf-salad-green,/content/train_images/train_images/6271887cab.jpg
c9413bda05.jpg,dark-chocolate,/content/train_images/train_images/c9413bda05.jpg
aca44a8ec4.jpg,almonds,/content/train_images/train_images/aca44a8ec4.jpg
892f514ef9.jpg,mixed-vegetables,/content/train_images/train_images/892f514ef9.jpg
a9bd8d4550.jpg,cheese,/content/train_images/train_images/a9bd8d4550.jpg
a97037d046.jpg,coffee-with-caffeine,/content/train_images/train_images/a97037d046.jpg
3197036bcc.jpg,tea,/content/train_images/train_images/3197036bcc.jpg
cf6cb3ae4e.jpg,apple,/content/train_images/train_images/cf6cb3ae4e.jpg
70ba931198.jpg,potatoes-steamed,/content/train_images/train_images/70ba931198.jpg
c78a8fe4e8.jpg,carrot,/content/train_images/train_images/c78a8fe4e8.jpg
303ffdaefa.jpg,egg,/content/train_images/train_images/303ffdaefa.jpg
ccadc33147.jpg,salad-leaf-salad-green,/content/train_images/train_images/ccadc33147.jpg
413882fa60.jpg,butter,/content/train_images/train_images/413882fa60.jpg
e8550e9807.jpg,chips-french-fries,/content/train_images/train_images/e8550e9807.jpg
2607ee7bf9.jpg,zucchini,/content/train_images/train_images/2607ee7bf9.jpg
69999d426b.jpg,salad-leaf-salad-green,/content/train_images/train_images/69999d426b.jpg
7751de8a89.jpg,parmesan,/content/train_images/train_images/7751de8a89.jpg
f3269e6dd6.jpg,tomato-sauce,/content/train_images/train_images/f3269e6dd6.jpg
e35d83ecce.jpg,espresso-with-caffeine,/content/train_images/train_images/e35d83ecce.jpg
10b555b3f6.jpg,wine-white,/content/train_images/train_images/10b555b3f6.jpg
9820ce54a6.jpg,biscuits,/content/train_images/train_images/9820ce54a6.jpg
120f1fe9c4.jpg,salad-leaf-salad-green,/content/train_images/train_images/120f1fe9c4.jpg
662c706587.jpg,mayonnaise,/content/train_images/train_images/662c706587.jpg
973e7c0f2d.jpg,chicken,/content/train_images/train_images/973e7c0f2d.jpg
41c90178b6.jpg,salad-leaf-salad-green,/content/train_images/train_images/41c90178b6.jpg
44a6639b7e.jpg,carrot,/content/train_images/train_images/44a6639b7e.jpg
6e974def69.jpg,chicken,/content/train_images/train_images/6e974def69.jpg
28fd8b8bab.jpg,potatoes-steamed,/content/train_images/train_images/28fd8b8bab.jpg
c4435882ce.jpg,tomato-sauce,/content/train_images/train_images/c4435882ce.jpg
647631403c.jpg,salad-leaf-salad-green,/content/train_images/train_images/647631403c.jpg
6b444280b5.jpg,potatoes-steamed,/content/train_images/train_images/6b444280b5.jpg
623339e1a9.jpg,cheese,/content/train_images/train_images/623339e1a9.jpg
85f2abba9a.jpg,pasta-spaghetti,/content/train_images/train_images/85f2abba9a.jpg
815c3e59f4.jpg,butter,/content/train_images/train_images/815c3e59f4.jpg
a0b9ba917f.jpg,tea,/content/train_images/train_images/a0b9ba917f.jpg
8c789c0223.jpg,cheese,/content/train_images/train_images/8c789c0223.jpg
c084141ebb.jpg,bread-white,/content/train_images/train_images/c084141ebb.jpg
bb2ffd7e2a.jpg,broccoli,/content/train_images/train_images/bb2ffd7e2a.jpg
420124c5a1.jpg,water,/content/train_images/train_images/420124c5a1.jpg
052a567517.jpg,avocado,/content/train_images/train_images/052a567517.jpg
57f45014f4.jpg,espresso-with-caffeine,/content/train_images/train_images/57f45014f4.jpg
605d32da8b.jpg,coffee-with-caffeine,/content/train_images/train_images/605d32da8b.jpg
971e96d0d8.jpg,bread-sourdough,/content/train_images/train_images/971e96d0d8.jpg
f848c1ee04.jpg,wine-white,/content/train_images/train_images/f848c1ee04.jpg
f76fcf5bd5.jpg,zucchini,/content/train_images/train_images/f76fcf5bd5.jpg
e1884af803.jpg,sweet-pepper,/content/train_images/train_images/e1884af803.jpg
17e334be90.jpg,potatoes-steamed,/content/train_images/train_images/17e334be90.jpg
75442729da.jpg,gruyere,/content/train_images/train_images/75442729da.jpg
4820d3f973.jpg,mixed-vegetables,/content/train_images/train_images/4820d3f973.jpg
696c67a652.jpg,broccoli,/content/train_images/train_images/696c67a652.jpg
12a64e2393.jpg,chicken,/content/train_images/train_images/12a64e2393.jpg
d21949386a.jpg,egg,/content/train_images/train_images/d21949386a.jpg
02f8d2b22e.jpg,salad-leaf-salad-green,/content/train_images/train_images/02f8d2b22e.jpg
530d7510b4.jpg,sweet-pepper,/content/train_images/train_images/530d7510b4.jpg
3eaa9edc51.jpg,carrot,/content/train_images/train_images/3eaa9edc51.jpg
95f73d7aa1.jpg,corn,/content/train_images/train_images/95f73d7aa1.jpg
da40fcbfbe.jpg,rice,/content/train_images/train_images/da40fcbfbe.jpg
70f4343cd7.jpg,chicken,/content/train_images/train_images/70f4343cd7.jpg
602fbb3c5f.jpg,chips-french-fries,/content/train_images/train_images/602fbb3c5f.jpg
14ecb72e42.jpg,salad-leaf-salad-green,/content/train_images/train_images/14ecb72e42.jpg
92c3b49550.jpg,espresso-with-caffeine,/content/train_images/train_images/92c3b49550.jpg
8348dca0ca.jpg,espresso-with-caffeine,/content/train_images/train_images/8348dca0ca.jpg
3029ffade0.jpg,bread-white,/content/train_images/train_images/3029ffade0.jpg
5c790ad601.jpg,butter,/content/train_images/train_images/5c790ad601.jpg
b287bc1d9e.jpg,white-coffee-with-caffeine,/content/train_images/train_images/b287bc1d9e.jpg
db9c373cdc.jpg,banana,/content/train_images/train_images/db9c373cdc.jpg
c0a18ae706.jpg,bread-white,/content/train_images/train_images/c0a18ae706.jpg
8583fe8c3f.jpg,espresso-with-caffeine,/content/train_images/train_images/8583fe8c3f.jpg
8cb29ef5a2.jpg,apple,/content/train_images/train_images/8cb29ef5a2.jpg
16a7b1b7c0.jpg,coffee-with-caffeine,/content/train_images/train_images/16a7b1b7c0.jpg
060abce118.jpg,tomato-sauce,/content/train_images/train_images/060abce118.jpg
f70fdb0174.jpg,salad-leaf-salad-green,/content/train_images/train_images/f70fdb0174.jpg
c4ef711f8a.jpg,sweet-pepper,/content/train_images/train_images/c4ef711f8a.jpg
07e8a93262.jpg,zucchini,/content/train_images/train_images/07e8a93262.jpg
7452c582a3.jpg,sweet-pepper,/content/train_images/train_images/7452c582a3.jpg
8166dfb84d.jpg,sauce-savoury,/content/train_images/train_images/8166dfb84d.jpg
c6aebae778.jpg,chips-french-fries,/content/train_images/train_images/c6aebae778.jpg
6048b89869.jpg,broccoli,/content/train_images/train_images/6048b89869.jpg
152f88a4e0.jpg,water,/content/train_images/train_images/152f88a4e0.jpg
bcc2498e33.jpg,leaf-spinach,/content/train_images/train_images/bcc2498e33.jpg
1d9be3e1b3.jpg,tomato,/content/train_images/train_images/1d9be3e1b3.jpg
1c026dd974.jpg,chicken,/content/train_images/train_images/1c026dd974.jpg
e95b0c8d61.jpg,salad-leaf-salad-green,/content/train_images/train_images/e95b0c8d61.jpg
2637d6fb25.jpg,carrot,/content/train_images/train_images/2637d6fb25.jpg
2a249ca555.jpg,corn,/content/train_images/train_images/2a249ca555.jpg
d148a67bcc.jpg,sweet-pepper,/content/train_images/train_images/d148a67bcc.jpg
28ce0050bf.jpg,dark-chocolate,/content/train_images/train_images/28ce0050bf.jpg
00d3467376.jpg,strawberries,/content/train_images/train_images/00d3467376.jpg
bc1de41d7e.jpg,sweet-pepper,/content/train_images/train_images/bc1de41d7e.jpg
5ce31cd43f.jpg,apple,/content/train_images/train_images/5ce31cd43f.jpg
6a75c7f9c5.jpg,pizza-margherita-baked,/content/train_images/train_images/6a75c7f9c5.jpg
41e6b0293d.jpg,chips-french-fries,/content/train_images/train_images/41e6b0293d.jpg
65e82d1b9a.jpg,cucumber,/content/train_images/train_images/65e82d1b9a.jpg
59241a6d64.jpg,wine-red,/content/train_images/train_images/59241a6d64.jpg
66c1cd40d5.jpg,avocado,/content/train_images/train_images/66c1cd40d5.jpg
bbbb4fc60c.jpg,salad-leaf-salad-green,/content/train_images/train_images/bbbb4fc60c.jpg
026063293a.jpg,broccoli,/content/train_images/train_images/026063293a.jpg
5ba814a893.jpg,potatoes-steamed,/content/train_images/train_images/5ba814a893.jpg
f4b9d4094b.jpg,french-beans,/content/train_images/train_images/f4b9d4094b.jpg
534c4b9c51.jpg,ham-raw,/content/train_images/train_images/534c4b9c51.jpg
3969567bff.jpg,wine-red,/content/train_images/train_images/3969567bff.jpg
cb02523155.jpg,cheese,/content/train_images/train_images/cb02523155.jpg
abe6f0623c.jpg,strawberries,/content/train_images/train_images/abe6f0623c.jpg
1419dfa6ab.jpg,butter,/content/train_images/train_images/1419dfa6ab.jpg
5bb047ab23.jpg,bread-wholemeal,/content/train_images/train_images/5bb047ab23.jpg
a7673a0bf6.jpg,bread-wholemeal,/content/train_images/train_images/a7673a0bf6.jpg
6afcc8ee36.jpg,white-coffee-with-caffeine,/content/train_images/train_images/6afcc8ee36.jpg
d2a2392e1c.jpg,honey,/content/train_images/train_images/d2a2392e1c.jpg
5a170a89c1.jpg,butter,/content/train_images/train_images/5a170a89c1.jpg
f5cc2c6a3c.jpg,banana,/content/train_images/train_images/f5cc2c6a3c.jpg
fa6403d631.jpg,egg,/content/train_images/train_images/fa6403d631.jpg
7c2f5992f3.jpg,bread-wholemeal,/content/train_images/train_images/7c2f5992f3.jpg
97633085e6.jpg,croissant,/content/train_images/train_images/97633085e6.jpg
4a95773e47.jpg,salad-leaf-salad-green,/content/train_images/train_images/4a95773e47.jpg
28508123a2.jpg,potatoes-steamed,/content/train_images/train_images/28508123a2.jpg
af22096c02.jpg,ham-raw,/content/train_images/train_images/af22096c02.jpg
c63b3471c9.jpg,espresso-with-caffeine,/content/train_images/train_images/c63b3471c9.jpg
ec158093a6.jpg,zucchini,/content/train_images/train_images/ec158093a6.jpg
c6252ee7f0.jpg,potatoes-steamed,/content/train_images/train_images/c6252ee7f0.jpg
1d070f4df7.jpg,corn,/content/train_images/train_images/1d070f4df7.jpg
a4b7113586.jpg,mixed-salad-chopped-without-sauce,/content/train_images/train_images/a4b7113586.jpg
733b1c6936.jpg,rice,/content/train_images/train_images/733b1c6936.jpg
42f5a92b93.jpg,parmesan,/content/train_images/train_images/42f5a92b93.jpg
8d4b9c9727.jpg,espresso-with-caffeine,/content/train_images/train_images/8d4b9c9727.jpg
207264e3ae.jpg,strawberries,/content/train_images/train_images/207264e3ae.jpg
a27800fed9.jpg,almonds,/content/train_images/train_images/a27800fed9.jpg
fc28d8654c.jpg,espresso-with-caffeine,/content/train_images/train_images/fc28d8654c.jpg
c78147ee9f.jpg,salad-leaf-salad-green,/content/train_images/train_images/c78147ee9f.jpg
c3cf5f50c0.jpg,broccoli,/content/train_images/train_images/c3cf5f50c0.jpg
928dbf7e90.jpg,chicken,/content/train_images/train_images/928dbf7e90.jpg
e4db32d158.jpg,tomato,/content/train_images/train_images/e4db32d158.jpg
beeab9cfd5.jpg,leaf-spinach,/content/train_images/train_images/beeab9cfd5.jpg
3187d32a4b.jpg,egg,/content/train_images/train_images/3187d32a4b.jpg
bf83afad2d.jpg,salad-leaf-salad-green,/content/train_images/train_images/bf83afad2d.jpg
caddf03308.jpg,coffee-with-caffeine,/content/train_images/train_images/caddf03308.jpg
e128bbbcf5.jpg,strawberries,/content/train_images/train_images/e128bbbcf5.jpg
f1ec570201.jpg,gruyere,/content/train_images/train_images/f1ec570201.jpg
761762d7e0.jpg,banana,/content/train_images/train_images/761762d7e0.jpg
c3f7758974.jpg,bread-wholemeal,/content/train_images/train_images/c3f7758974.jpg
88ac830f88.jpg,pizza-margherita-baked,/content/train_images/train_images/88ac830f88.jpg
c4e930879c.jpg,banana,/content/train_images/train_images/c4e930879c.jpg
a11c0305ef.jpg,coffee-with-caffeine,/content/train_images/train_images/a11c0305ef.jpg
c4d654695f.jpg,croissant,/content/train_images/train_images/c4d654695f.jpg
3bcf0c34b0.jpg,hard-cheese,/content/train_images/train_images/3bcf0c34b0.jpg
87d6cc8a51.jpg,ham-raw,/content/train_images/train_images/87d6cc8a51.jpg
008a4ea1f6.jpg,salami,/content/train_images/train_images/008a4ea1f6.jpg
bbc4954c58.jpg,bread-wholemeal,/content/train_images/train_images/bbc4954c58.jpg
6171a01e2a.jpg,coffee-with-caffeine,/content/train_images/train_images/6171a01e2a.jpg
1532d3e27f.jpg,butter,/content/train_images/train_images/1532d3e27f.jpg
c0061c144d.jpg,ham-raw,/content/train_images/train_images/c0061c144d.jpg
aba71a680a.jpg,bread-wholemeal,/content/train_images/train_images/aba71a680a.jpg
4b9a975158.jpg,strawberries,/content/train_images/train_images/4b9a975158.jpg
c5a4007201.jpg,mixed-vegetables,/content/train_images/train_images/c5a4007201.jpg
67357886a9.jpg,leaf-spinach,/content/train_images/train_images/67357886a9.jpg
3a33b36c77.jpg,ham-raw,/content/train_images/train_images/3a33b36c77.jpg
6e8df35d45.jpg,white-coffee-with-caffeine,/content/train_images/train_images/6e8df35d45.jpg
ef5df0e280.jpg,water,/content/train_images/train_images/ef5df0e280.jpg
9c4400ef01.jpg,honey,/content/train_images/train_images/9c4400ef01.jpg
216a7e8277.jpg,bread-sourdough,/content/train_images/train_images/216a7e8277.jpg
f13d7acb9a.jpg,bread-french-white-flour,/content/train_images/train_images/f13d7acb9a.jpg
8da597751f.jpg,water,/content/train_images/train_images/8da597751f.jpg
cdfafd5f2f.jpg,potatoes-steamed,/content/train_images/train_images/cdfafd5f2f.jpg
b8ce4214d4.jpg,water,/content/train_images/train_images/b8ce4214d4.jpg
1c18c84cc2.jpg,chicken,/content/train_images/train_images/1c18c84cc2.jpg
85e20986d8.jpg,salad-leaf-salad-green,/content/train_images/train_images/85e20986d8.jpg
7a3d5dbfad.jpg,coffee-with-caffeine,/content/train_images/train_images/7a3d5dbfad.jpg
4896003943.jpg,bread-wholemeal,/content/train_images/train_images/4896003943.jpg
a8e5a4963d.jpg,mixed-vegetables,/content/train_images/train_images/a8e5a4963d.jpg
